Week,Year,GID,Name,Pos,Team,h.a,Oppt,DK.points,DK.salary,first_name,last_name,plyr.nm,Team_fmt,Opp_fmt
13,2019,4725,"Goedert, Dallas",TE,phi,a,mia,12.6,4100,Dallas,Goedert,D.Goedert,PHI,MIA
13,2019,4437,"Cook, Jared",TE,nor,a,atl,11.5,4800,Jared,Cook,J.Cook,NO,ATL
13,2019,4700,"Howard, O.J.",TE,tam,a,jac,11.1,3000,O.J.,Howard,O.Howard,TB,JAX
13,2019,4707,"Hollister, Jacob",TE,sea,h,min,10.4,4000,Jacob,Hollister,J.Hollister,SEA,MIN
13,2019,4609,"Fells, Darren",TE,hou,h,nwe,10.3,3000,Darren,Fells,D.Fells,HOU,NE
13,2019,4656,"Uzomah, C.J.",TE,cin,h,nyj,10.1,2500,C.J.,Uzomah,C.Uzomah,CIN,NYJ
13,2019,4599,"Carrier, Derek",TE,oak,a,kan,9,2500,Derek,Carrier,D.Carrier,OAK,KC
13,2019,4771,"Horsted, Jesper",TE,chi,a,det,8.8,2500,Jesper,Horsted,J.Horsted,CHI,DET
13,2019,4592,"Griffin, Ryan",TE,nyj,a,cin,8,4300,Ryan,Griffin,R.Griffin,NYJ,CIN
13,2019,4749,"Hockenson, T.J.",TE,det,h,chi,7.8,3400,T.J.,Hockenson,T.Hockenson,DET,CHI
13,2019,4324,"Lewis, Marcedes",TE,gnb,a,nyg,7.1,2500,Marcedes,Lewis,M.Lewis,GB,NYG
13,2019,4730,"Thomas, Ian",TE,car,h,was,6.4,2500,Ian,Thomas,I.Thomas,CAR,WAS
13,2019,4714,"Sprinkle, Jeremy",TE,was,a,car,5.6,2700,Jeremy,Sprinkle,J.Sprinkle,WAS,CAR
13,2019,4569,"Ertz, Zach",TE,phi,a,mia,5.4,6700,Zach,Ertz,Z.Ertz,PHI,MIA
13,2019,4738,"Firkser, Anthony",TE,ten,a,ind,5.2,2500,Anthony,Firkser,A.Firkser,TEN,IND
13,2019,4368,"Olsen, Greg",TE,car,h,was,5.2,4400,Greg,Olsen,G.Olsen,CAR,WAS
13,2019,4720,"Hurst, Hayden",TE,bal,h,sfo,5.1,2500,Hayden,Hurst,H.Hurst,BAL,SF
13,2019,4572,"McDonald, Vance",TE,pit,h,cle,5.1,3400,Vance,McDonald,V.McDonald,PIT,CLE
13,2019,4543,"Clay, Charles",TE,ari,h,lar,4.9,2600,Charles,Clay,C.Clay,ARI,LA
13,2019,4769,"Carlson, Stephen",TE,cle,a,pit,4.8,2500,Stephen,Carlson,S.Carlson,CLE,PIT
13,2019,4750,"Knox, Dawson",TE,buf,a,dal,4.7,2900,Dawson,Knox,D.Knox,BUF,DAL
13,2019,4676,"Heuerman, Jeff",TE,den,h,lac,4.5,2500,Jeff,Heuerman,J.Heuerman,DEN,LAC
13,2019,4681,"Travis, Ross",TE,ind,h,ten,4.1,2600,Ross,Travis,R.Travis,IND,TEN
13,2019,4674,"LaCosse, Matt",TE,nwe,a,hou,3.4,2500,Matt,LaCosse,M.LaCosse,NE,HOU
13,2019,4703,"Kittle, George",TE,sfo,a,bal,3.4,6100,George,Kittle,G.Kittle,SF,BAL
13,2019,4642,"Harris, Demetrius",TE,cle,a,pit,3.3,2900,Demetrius,Harris,D.Harris,CLE,PIT
13,2019,4292,"Watson, Ben",TE,nwe,a,hou,3.3,2900,Ben,Watson,B.Watson,NE,HOU
13,2019,4737,"Smythe, Durham",TE,mia,h,phi,3.3,2500,Durham,Smythe,D.Smythe,MIA,PHI
13,2019,4675,"Henry, Hunter",TE,lac,a,den,3,5800,Hunter,Henry,H.Henry,LAC,DEN
13,2019,4733,"Jarwin, Blake",TE,dal,h,buf,2.9,3000,Blake,Jarwin,B.Jarwin,DAL,BUF
13,2019,4729,"Akins, Jordan",TE,hou,h,nwe,2.9,2700,Jordan,Akins,J.Akins,HOU,NE
13,2019,4732,"Conklin, Tyler",TE,min,a,sea,2.8,2500,Tyler,Conklin,T.Conklin,MIN,SEA
13,2019,4492,"Graham, Jimmy",TE,gnb,a,nyg,2.6,3800,Jimmy,Graham,J.Graham,GB,NYG
13,2019,4760,"Moreau, Foster",TE,oak,a,kan,2.5,2500,Foster,Moreau,F.Moreau,OAK,KC
13,2019,4568,"Eifert, Tyler",TE,cin,h,nyj,2.2,2800,Tyler,Eifert,T.Eifert,CIN,NYJ
13,2019,4761,"Beck, Andrew",TE,den,h,lac,2.1,2500,Andrew,Beck,A.Beck,DEN,LAC
13,2019,4706,"Smith, Jonnu",TE,ten,a,ind,2,3300,Jonnu,Smith,J.Smith,TEN,IND
13,2019,5436,"Brown, Daniel",TE,nyj,a,cin,1.9,2500,Daniel,Brown,D.Brown,NYJ,CIN
13,2019,4688,"Vannett, Nick",TE,pit,h,cle,1.7,2500,Nick,Vannett,N.Vannett,PIT,CLE
13,2019,4661,"O'Leary, Nick",TE,jac,h,tam,1.6,3200,Nick,O'Leary,N.O'Leary,JAX,TB
13,2019,4757,"Smith Jr., Irv",TE,min,a,sea,1.6,3200,Irv,Smith Jr.,I.Smith Jr.,MIN,SEA
13,2019,4748,"Fant, Noah",TE,den,h,lac,1.5,3700,Noah,Fant,N.Fant,DEN,LAC
13,2019,4648,"Brate, Cameron",TE,tam,a,jac,1.5,3100,Cameron,Brate,C.Brate,TB,JAX
13,2019,4660,"Boyle, Nick",TE,bal,h,sfo,1.4,2700,Nick,Boyle,N.Boyle,BAL,SF
13,2019,4586,"Hill, Josh",TE,nor,a,atl,1.2,2600,Josh,Hill,J.Hill,NO,ATL
13,2019,4712,"Seals-Jones, Ricky",TE,cle,a,pit,0,2600,Ricky,Seals-Jones,R.Seals-Jones,CLE,PIT
13,2019,4768,"Hudson, Tanner",TE,tam,a,jac,0,2500,Tanner,Hudson,T.Hudson,TB,JAX
13,2019,4564,"Celek, Garrett",TE,sfo,a,bal,0,2500,Garrett,Celek,G.Celek,SF,BAL
13,2019,4391,"Harris, Clark",TE,cin,h,nyj,0,2500,Clark,Harris,C.Harris,CIN,NYJ
13,2019,4697,"Manhertz, Chris",TE,car,h,was,0,2500,Chris,Manhertz,C.Manhertz,CAR,WAS
13,2019,4653,"James, Jesse",TE,det,h,chi,0,2600,Jesse,James,J.James,DET,CHI
13,2019,4651,"Walford, Clive",TE,mia,h,phi,0,2500,Clive,Walford,C.Walford,MIA,PHI
13,2019,4744,"Tonyan, Robert",TE,gnb,a,nyg,0,2500,Robert,Tonyan,R.Tonyan,GB,NYG
13,2019,1463,"Thomas, Logan",TE,det,h,chi,0,2900,Logan,Thomas,L.Thomas,DET,CHI
13,2019,4759,"Winchester, James",TE,kan,h,oak,0,2500,James,Winchester,J.Winchester,KC,OAK
13,2019,4742,"Schultz, Dalton",TE,dal,h,buf,0,2500,Dalton,Schultz,D.Schultz,DAL,BUF
13,2019,4620,"Simonson, Scott",TE,nyg,h,gnb,0,2800,Scott,Simonson,S.Simonson,NYG,GB
13,2019,4747,"Mundt, Johnny",TE,lar,a,ari,0,2500,Johnny,Mundt,J.Mundt,LA,ARI
13,2019,4542,"Green, Virgil",TE,lac,a,den,0,2500,Virgil,Green,V.Green,LAC,DEN
13,2019,4538,"Kendricks, Lance",TE,lac,a,den,0,2500,Lance,Kendricks,L.Kendricks,LAC,DEN
13,2019,4535,"Smith, Lee",TE,buf,a,dal,0,2500,Lee,Smith,L.Smith,BUF,DAL
13,2019,4763,"Holtz, J.P.",TE,chi,a,det,0,2500,J.P.,Holtz,J.Holtz,CHI,DET
13,2019,4731,"Thomas, Jordan",TE,hou,h,nwe,0,2500,Jordan,Thomas,J.Thomas,HOU,NE
13,2019,4689,"Koyack, Ben",TE,jac,h,tam,0,2500,Ben,Koyack,B.Koyack,JAX,TB
13,2019,4736,"Alie-Cox, Mo",TE,ind,h,ten,0,2500,Mo,Alie-Cox,M.Alie-Cox,IND,TEN
13,2019,4772,"Vander Laan, Jason",TE,nor,a,atl,0,2600,Jason,Vander Laan,J.Vander Laan,NO,ATL
13,2019,4669,"Pruitt, MyCole",TE,ten,a,ind,0,2500,MyCole,Pruitt,M.Pruitt,TEN,IND
13,2019,4652,"Kroft, Tyler",TE,buf,a,dal,0,2500,Tyler,Kroft,T.Kroft,BUF,DAL
13,2019,4666,"Bell, Blake",TE,kan,h,oak,0,2600,Blake,Bell,B.Bell,KC,OAK
13,2019,4708,"Daniels, Darrell",TE,ari,h,lar,0,2500,Darrell,Daniels,D.Daniels,ARI,LA
13,2019,4767,"Hentges, Hale",TE,was,a,car,0,2500,Hale,Hentges,H.Hentges,WAS,CAR
13,2019,4740,"Swoopes, Tyrone",TE,sea,h,min,0,2500,Tyrone,Swoopes,T.Swoopes,SEA,MIN
13,2019,4762,"Fumagalli, Troy",TE,den,h,lac,0,2500,Troy,Fumagalli,T.Fumagalli,DEN,LAC
13,2019,4650,"Williams, Maxx",TE,ari,h,lar,0,2600,Maxx,Williams,M.Williams,ARI,LA
13,2019,4758,"Wesco, Trevon",TE,nyj,a,cin,0,2500,Trevon,Wesco,T.Wesco,NYJ,CIN
13,2019,4745,"Dwelley, Ross",TE,sfo,a,bal,0,3500,Ross,Dwelley,R.Dwelley,SF,BAL
13,2019,7029,Tampa Bay,Def,tam,a,jac,23,2900,,Tampa Bay,Tampa Bay,TB,JAX
13,2019,7015,Kansas City,Def,kan,h,oak,22,2700,,Kansas City,Kansas City,KC,OAK
13,2019,7030,Tennessee,Def,ten,a,ind,20,2900,,Tennessee,Tennessee,TEN,IND
13,2019,7025,LA Rams,Def,lar,a,ari,18,3200,,LA Rams,LA Rams,LA,ARI
13,2019,7019,New Orleans,Def,nor,a,atl,16,3500,,New Orleans,New Orleans,NO,ATL
13,2019,7007,Cincinnati,Def,cin,h,nyj,13,2800,,Cincinnati,Cincinnati,CIN,NYJ
13,2019,7024,Pittsburgh,Def,pit,h,cle,13,3500,,Pittsburgh,Pittsburgh,PIT,CLE
13,2019,7004,Buffalo,Def,buf,a,dal,11,2200,,Buffalo,Buffalo,BUF,DAL
13,2019,7031,Washington,Def,was,a,car,11,2500,,Washington,Washington,WAS,CAR
13,2019,7012,Green Bay,Def,gnb,a,nyg,10,3400,,Green Bay,Green Bay,GB,NYG
13,2019,7013,Indianapolis,Def,ind,h,ten,9,3100,,Indianapolis,Indianapolis,IND,TEN
13,2019,7010,Denver,Def,den,h,lac,8,3000,,Denver,Denver,DEN,LAC
13,2019,7017,Minnesota,Def,min,a,sea,8,2500,,Minnesota,Minnesota,MIN,SEA
13,2019,7003,Baltimore,Def,bal,h,sfo,7,2800,,Baltimore,Baltimore,BAL,SF
13,2019,7014,Jacksonville,Def,jac,h,tam,6,3300,,Jacksonville,Jacksonville,JAX,TB
13,2019,7005,Carolina,Def,car,h,was,6,3800,,Carolina,Carolina,CAR,WAS
13,2019,7028,Seattle,Def,sea,h,min,6,3000,,Seattle,Seattle,SEA,MIN
13,2019,7032,Houston,Def,hou,h,nwe,5,2400,,Houston,Houston,HOU,NE
13,2019,7006,Chicago,Def,chi,a,det,5,2500,,Chicago,Chicago,CHI,DET
13,2019,7009,Dallas,Def,dal,h,buf,4,3000,,Dallas,Dallas,DAL,BUF
13,2019,7008,Cleveland,Def,cle,a,pit,4,2600,,Cleveland,Cleveland,CLE,PIT
13,2019,7027,San Francisco,Def,sfo,a,bal,4,3000,,San Francisco,San Francisco,SF,BAL
13,2019,7011,Detroit,Def,det,h,chi,3,2700,,Detroit,Detroit,DET,CHI
13,2019,7016,Miami,Def,mia,h,phi,3,2100,,Miami,Miami,MIA,PHI
13,2019,7021,New York J,Def,nyj,a,cin,2,3700,,New York J,New York J,NYJ,CIN
13,2019,7018,New England,Def,nwe,a,hou,2,3200,,New England,New England,NE,HOU
13,2019,7026,LA Chargers,Def,lac,a,den,2,3100,,LA Chargers,LA Chargers,LAC,DEN
13,2019,7023,Philadelphia,Def,phi,a,mia,1,3600,,Philadelphia,Philadelphia,PHI,MIA
13,2019,7022,Oakland,Def,oak,a,kan,0,1700,,Oakland,Oakland,OAK,KC
13,2019,7002,Atlanta,Def,atl,h,nor,0,2300,,Atlanta,Atlanta,ATL,NO
13,2019,7001,Arizona,Def,ari,h,lar,0,2300,,Arizona,Arizona,ARI,LA
13,2019,7020,New York G,Def,nyg,h,gnb,-1,1900,,New York G,New York G,NYG,GB
14,2019,1151,"Brees, Drew",QB,nor,h,sfo,43.06,5900,Drew,Brees,D.Brees,NO,SF
14,2019,1465,"Winston, Jameis",QB,tam,h,ind,40.74,6400,Jameis,Winston,J.Winston,TB,IND
14,2019,1519,"Trubisky, Mitchell",QB,chi,h,dal,33.06,5400,Mitchell,Trubisky,M.Trubisky,CHI,DAL
14,2019,1452,"Garoppolo, Jimmy",QB,sfo,a,nor,32.06,5600,Jimmy,Garoppolo,J.Garoppolo,SF,NO
14,2019,1410,"Tannehill, Ryan",QB,ten,a,oak,31.54,5800,Ryan,Tannehill,R.Tannehill,TEN,OAK
14,2019,1518,"Watson, Deshaun",QB,hou,h,den,30.08,6500,Deshaun,Watson,D.Watson,HOU,DEN
14,2019,1547,"Lock, Drew",QB,den,a,hou,27.86,5100,Drew,Lock,D.Lock,DEN,HOU
14,2019,1231,"Rivers, Philip",QB,lac,a,jac,27.56,5600,Philip,Rivers,P.Rivers,LAC,JAX
14,2019,1301,"Ryan, Matt",QB,atl,h,car,24.32,6600,Matt,Ryan,M.Ryan,ATL,CAR
14,2019,1514,"Wentz, Carson",QB,phi,h,nyg,23.9,6100,Carson,Wentz,C.Wentz,PHI,NYG
14,2019,1496,"Brissett, Jacoby",QB,ind,a,tam,22.64,6100,Jacoby,Brissett,J.Brissett,IND,TB
14,2019,1536,"Allen, Kyle",QB,car,a,atl,21.12,5700,Kyle,Allen,K.Allen,CAR,ATL
14,2019,1527,"Jackson, Lamar",QB,bal,a,buf,20.8,7400,Lamar,Jackson,L.Jackson,BAL,BUF
14,2019,1501,"Prescott, Dak",QB,dal,a,chi,20.46,6100,Dak,Prescott,D.Prescott,DAL,CHI
14,2019,1441,"Carr, Derek",QB,oak,h,ten,20.22,5000,Derek,Carr,D.Carr,OAK,TEN
14,2019,1490,"Goff, Jared",QB,lar,h,sea,18.12,6000,Jared,Goff,J.Goff,LA,SEA
14,2019,1524,"Darnold, Sam",QB,nyj,h,mia,18.1,6000,Sam,Darnold,S.Darnold,NYJ,MIA
14,2019,1225,"Manning, Eli",QB,nyg,a,phi,16.02,4700,Eli,Manning,E.Manning,NYG,PHI
14,2019,1242,"Fitzpatrick, Ryan",QB,mia,a,nyj,15.3,6000,Ryan,Fitzpatrick,R.Fitzpatrick,MIA,NYJ
14,2019,1523,"Mahomes II, Patrick",QB,kan,a,nwe,14.92,7000,Patrick,Mahomes II,P.Mahomes,KC,NE
14,2019,1415,"Cousins, Kirk",QB,min,h,det,13.58,6700,Kirk,Cousins,K.Cousins,MIN,DET
14,2019,1540,"Minshew, Gardner",QB,jac,h,lac,13.58,5400,Gardner,Minshew,G.Minshew,JAX,LAC
14,2019,1543,"Hodges, Devlin",QB,pit,a,ari,13.48,5900,Devlin,Hodges,D.Hodges,PIT,ARI
14,2019,1528,"Mayfield, Baker",QB,cle,h,cin,12.98,6300,Baker,Mayfield,B.Mayfield,CLE,CIN
14,2019,1537,"Murray, Kyler",QB,ari,h,pit,12.96,5800,Kyler,Murray,K.Murray,ARI,PIT
14,2019,1252,"Rodgers, Aaron",QB,gnb,h,was,12.4,6800,Aaron,Rodgers,A.Rodgers,GB,WAS
14,2019,1131,"Brady, Tom",QB,nwe,h,kan,11.76,6100,Tom,Brady,T.Brady,NE,KC
14,2019,1529,"Allen, Josh",QB,buf,h,bal,11.74,6200,Josh,Allen,J.Allen,BUF,BAL
14,2019,1412,"Wilson, Russell",QB,sea,a,lar,11.6,6900,Russell,Wilson,R.Wilson,SEA,LA
14,2019,1403,"Dalton, Andy",QB,cin,a,cle,10.58,5200,Andy,Dalton,A.Dalton,CIN,CLE
14,2019,1546,"Blough, David",QB,det,a,min,10.2,5200,David,Blough,D.Blough,DET,MIN
14,2019,1538,"Haskins, Dwayne",QB,was,a,gnb,9.7,4600,Dwayne,Haskins,D.Haskins,WAS,GB
14,2019,1400,"Taylor, Tyrod",QB,lac,a,jac,6.04,4300,Tyrod,Taylor,T.Taylor,LAC,JAX
14,2019,1530,"Hill, Taysom",QB,nor,h,sfo,3.5,4000,Taysom,Hill,T.Hill,NO,SF
14,2019,1450,"Griffin, Ryan",QB,tam,h,ind,0.72,4500,Ryan,Griffin,R.Griffin,TB,IND
14,2019,1408,"Griffin III, Robert",QB,bal,a,buf,0,4300,Robert,Griffin III,R.Griffin III,BAL,BUF
14,2019,1446,"Gilbert, Garrett",QB,cle,h,cin,-0.1,4700,Garrett,Gilbert,G.Gilbert,CLE,CIN
14,2019,1234,"Schaub, Matt",QB,atl,h,car,-0.1,4500,Matt,Schaub,M.Schaub,ATL,CAR
14,2019,5575,"Ekeler, Austin",RB,lac,a,jac,37.3,6300,Austin,Ekeler,A.Ekeler,LAC,JAX
14,2019,5543,"Jones, Aaron",RB,gnb,h,was,34.2,6700,Aaron,Jones,A.Jones,GB,WAS
14,2019,5535,"Mixon, Joe",RB,cin,a,cle,30.6,5800,Joe,Mixon,J.Mixon,CIN,CLE
14,2019,5445,"Henry, Derrick",RB,ten,a,oak,26.9,8200,Derrick,Henry,D.Henry,TEN,OAK
14,2019,5414,"Mostert, Raheem",RB,sfo,a,nor,24.9,4600,Raheem,Mostert,R.Mostert,SF,NO
14,2019,5624,"Scott, Boston",RB,phi,h,nyg,24.8,3000,Boston,Scott,B.Scott,PHI,NYG
14,2019,5536,"McCaffrey, Christian",RB,car,a,atl,24.5,10300,Christian,McCaffrey,C.McCaffrey,CAR,ATL
14,2019,5444,"Elliott, Ezekiel",RB,dal,a,chi,23.3,7900,Ezekiel,Elliott,E.Elliott,DAL,CHI
14,2019,5449,"Washington, DeAndre",RB,oak,h,ten,21.6,3000,DeAndre,Washington,D.Washington,OAK,TEN
14,2019,2992,"Gurley, Todd",RB,lar,h,sea,21.3,6200,Todd,Gurley,T.Gurley,LA,SEA
14,2019,2991,"Gordon, Melvin",RB,lac,a,jac,19.4,6400,Melvin,Gordon,M.Gordon,LAC,JAX
14,2019,2930,"Freeman, Devonta",RB,atl,h,car,19.4,5400,Devonta,Freeman,D.Freeman,ATL,CAR
14,2019,5717,"Singletary, Devin",RB,buf,h,bal,17.8,5700,Devin,Singletary,D.Singletary,BUF,BAL
14,2019,5622,"Chubb, Nick",RB,cle,h,cin,15.7,8000,Nick,Chubb,N.Chubb,CLE,CIN
14,2019,5559,"Cook, Dalvin",RB,min,h,det,15.5,9500,Dalvin,Cook,D.Cook,MIN,DET
14,2019,5560,"Hunt, Kareem",RB,cle,h,cin,14.8,6600,Kareem,Hunt,K.Hunt,CLE,CIN
14,2019,2553,"Peterson, Adrian",RB,was,a,gnb,13.6,4000,Adrian,Peterson,A.Peterson,WAS,GB
14,2019,5630,"Lindsay, Phillip",RB,den,a,hou,13.5,5300,Phillip,Lindsay,P.Lindsay,DEN,HOU
14,2019,5395,"Johnson, David",RB,ari,h,pit,13.3,4200,David,Johnson,D.Johnson,ARI,PIT
14,2019,5788,"Laird, Patrick",RB,mia,a,nyj,12.6,4100,Patrick,Laird,P.Laird,MIA,NYJ
14,2019,2954,"White, James",RB,nwe,h,kan,12.4,5500,James,White,J.White,NE,KC
14,2019,5608,"Hill, Brian",RB,atl,h,car,12.2,4000,Brian,Hill,B.Hill,ATL,CAR
14,2019,5565,"Carson, Chris",RB,sea,a,lar,12.1,6500,Chris,Carson,C.Carson,SEA,LA
14,2019,2899,"Murray, Latavius",RB,nor,h,sfo,11.4,4500,Latavius,Murray,L.Murray,NO,SF
14,2019,2915,"Thompson, Chris",RB,was,a,gnb,11.3,3300,Chris,Thompson,C.Thompson,WAS,GB
14,2019,5620,"Freeman, Royce",RB,den,a,hou,11.2,4000,Royce,Freeman,R.Freeman,DEN,HOU
14,2019,5714,"Sanders, Miles",RB,phi,h,nyg,10.9,5900,Miles,Sanders,M.Sanders,PHI,NYG
14,2019,2793,"Ingram, Mark",RB,bal,a,buf,10.9,5900,Mark,Ingram,M.Ingram,BAL,BUF
14,2019,2819,"Powell, Bilal",RB,nyj,h,mia,10.8,3500,Bilal,Powell,B.Powell,NYJ,MIA
14,2019,2997,"Johnson, Duke",RB,hou,h,den,10.5,3900,Duke,Johnson,D.Johnson,HOU,DEN
14,2019,5617,"Jones, Ronald",RB,tam,h,ind,9.9,4400,Ronald,Jones,R.Jones,TB,IND
14,2019,5548,"Mack, Marlon",RB,ind,a,tam,9.8,6000,Marlon,Mack,M.Mack,IND,TB
14,2019,2933,"Hyde, Carlos",RB,hou,h,den,9.8,4500,Carlos,Hyde,C.Hyde,HOU,DEN
14,2019,5446,"Drake, Kenyan",RB,ari,h,pit,9.7,5200,Kenyan,Drake,K.Drake,ARI,PIT
14,2019,5614,"Barkley, Saquon",RB,nyg,a,phi,9.7,7300,Saquon,Barkley,S.Barkley,NYG,PHI
14,2019,5534,"Fournette, Leonard",RB,jac,h,lac,9.3,7800,Leonard,Fournette,L.Fournette,JAX,LAC
14,2019,5564,"Cohen, Tarik",RB,chi,h,dal,9.1,4600,Tarik,Cohen,T.Cohen,CHI,DAL
14,2019,5392,"Montgomery, Ty",RB,nyj,h,mia,9.1,4000,Ty,Montgomery,T.Montgomery,NYJ,MIA
14,2019,5697,"Ogunbowale, Dare",RB,tam,h,ind,8.8,3100,Dare,Ogunbowale,D.Ogunbowale,TB,IND
14,2019,5720,"Mattison, Alexander",RB,min,h,det,8.4,4500,Alexander,Mattison,A.Mattison,MIN,DET
14,2019,5744,"Thompson, Darwin",RB,kan,a,nwe,8.3,4000,Darwin,Thompson,D.Thompson,KC,NE
14,2019,5441,"Brown, Malcolm",RB,lar,h,sea,8.1,4300,Malcolm,Brown,M.Brown,LA,SEA
14,2019,5791,"Scarbrough, Bo",RB,det,a,min,8,4500,Bo,Scarbrough,B.Scarbrough,DET,MIN
14,2019,5713,"Montgomery, David",RB,chi,h,dal,7.6,5100,David,Montgomery,D.Montgomery,CHI,DAL
14,2019,5562,"Kamara, Alvin",RB,nor,h,sfo,7.3,7000,Alvin,Kamara,A.Kamara,NO,SF
14,2019,5507,"Barber, Peyton",RB,tam,h,ind,7.3,4200,Peyton,Barber,P.Barber,TB,IND
14,2019,2874,"Bolden, Brandon",RB,nwe,h,kan,7,3100,Brandon,Bolden,B.Bolden,NE,KC
14,2019,5567,"Breida, Matt",RB,sfo,a,nor,6.8,4600,Matt,Breida,M.Breida,SF,NO
14,2019,5800,"Blasingame, Khari",RB,ten,a,oak,6.7,3000,Khari,Blasingame,K.Blasingame,TEN,OAK
14,2019,2889,"Bernard, Giovani",RB,cin,a,cle,6.6,4000,Giovani,Bernard,G.Bernard,CIN,CLE
14,2019,5490,"Richard, Jalen",RB,oak,h,ten,6.6,3900,Jalen,Richard,J.Richard,OAK,TEN
14,2019,5504,"Watt, Derek",RB,lac,a,jac,6.4,3000,Derek,Watt,D.Watt,LAC,JAX
14,2019,5794,"Whyte, Kerrith",RB,pit,a,ari,6,3000,Kerrith,Whyte,K.Whyte,PIT,ARI
14,2019,5586,"McKissic, J.D.",RB,det,a,min,5.8,3600,J.D.,McKissic,J.McKissic,DET,MIN
14,2019,5623,"Hines, Nyheim",RB,ind,a,tam,5.5,4300,Nyheim,Hines,N.Hines,IND,TB
14,2019,5688,"Samuels, Jaylen",RB,pit,a,ari,5.4,5000,Jaylen,Samuels,J.Samuels,PIT,ARI
14,2019,2707,"McCoy, LeSean",RB,kan,a,nwe,5.3,4400,LeSean,McCoy,L.McCoy,KC,NE
14,2019,2908,"Juszczyk, Kyle",RB,sfo,a,nor,5.2,3000,Kyle,Juszczyk,K.Juszczyk,SF,NO
14,2019,5468,"Booker, Devontae",RB,den,a,hou,4.4,3000,Devontae,Booker,D.Booker,DEN,HOU
14,2019,5616,"Guice, Derrius",RB,was,a,gnb,4.2,4900,Derrius,Guice,D.Guice,WAS,GB
14,2019,2816,"Lewis, Dion",RB,ten,a,oak,4.1,3500,Dion,Lewis,D.Lewis,TEN,OAK
14,2019,5581,"Ham, C.J.",RB,min,h,det,3.5,3000,C.J.,Ham,C.Ham,MIN,DET
14,2019,5740,"Snell, Benny",RB,pit,a,ari,3.1,6100,Benny,Snell,B.Snell,PIT,ARI
14,2019,5618,"Penny, Rashaad",RB,sea,a,lar,2.6,4500,Rashaad,Penny,R.Penny,SEA,LA
14,2019,5682,"Jackson, Justin",RB,lac,a,jac,2.5,3000,Justin,Jackson,J.Jackson,LAC,JAX
14,2019,5541,"Williams, Jamaal",RB,gnb,h,was,2.4,4800,Jamaal,Williams,J.Williams,GB,WAS
14,2019,5789,"Gaskin, Myles",RB,mia,a,nyj,2.1,3300,Myles,Gaskin,M.Gaskin,MIA,NYJ
14,2019,5681,"Edwards, Gus",RB,bal,a,buf,2,4300,Gus,Edwards,G.Edwards,BAL,BUF
14,2019,5742,"Johnson, Ty",RB,det,a,min,2,3200,Ty,Johnson,T.Johnson,DET,MIN
14,2019,5615,"Michel, Sony",RB,nwe,h,kan,1.9,5600,Sony,Michel,S.Michel,NE,KC
14,2019,5573,"Edmunds, Trey",RB,pit,a,ari,1.7,3000,Trey,Edmunds,T.Edmunds,PIT,ARI
14,2019,2890,"Burkhead, Rex",RB,nwe,h,kan,1.5,3400,Rex,Burkhead,R.Burkhead,NE,KC
14,2019,5662,"Boone, Mike",RB,min,h,det,1.3,3000,Mike,Boone,M.Boone,MIN,DET
14,2019,2995,"Abdullah, Ameer",RB,min,h,det,1.2,3000,Ameer,Abdullah,A.Abdullah,MIN,DET
14,2019,2914,"Ware, Spencer",RB,kan,a,nwe,1.2,0,Spencer,Ware,S.Ware,KC,NE
14,2019,5619,"Edmonds, Chase",RB,ari,h,pit,0.9,3900,Chase,Edmonds,C.Edmonds,ARI,PIT
14,2019,5719,"Hill, Justice",RB,bal,a,buf,0.8,3000,Justice,Hill,J.Hill,BAL,BUF
14,2019,5745,"Armstead, Ryquell",RB,jac,h,lac,0.7,4300,Ryquell,Armstead,R.Armstead,JAX,LAC
14,2019,5735,"Bonnafon, Reggie",RB,car,a,atl,0.6,4000,Reggie,Bonnafon,R.Bonnafon,CAR,ATL
14,2019,2994,"Coleman, Tevin",RB,sfo,a,nor,0.6,5100,Tevin,Coleman,T.Coleman,SF,NO
14,2019,5722,"Ollison, Qadree",RB,atl,h,car,0.6,3000,Qadree,Ollison,Q.Ollison,ATL,CAR
14,2019,2467,"Gore, Frank",RB,buf,h,bal,0.6,3800,Frank,Gore,F.Gore,BUF,BAL
14,2019,2998,"Ajayi, Jay",RB,phi,h,nyg,0.5,3000,Jay,Ajayi,J.Ajayi,PHI,NYG
14,2019,5473,"Smallwood, Wendell",RB,was,a,gnb,0.4,3000,Wendell,Smallwood,W.Smallwood,WAS,GB
14,2019,5448,"Prosise, C.J.",RB,sea,a,lar,0.2,3000,C.J.,Prosise,C.Prosise,SEA,LA
14,2019,5625,"Wilkins, Jordan",RB,ind,a,tam,0.1,3700,Jordan,Wilkins,J.Wilkins,IND,TB
14,2019,5669,"Turner, De'Lance",RB,mia,a,nyj,0,3000,De'Lance,Turner,D.Turner,MIA,NYJ
14,2019,5483,"Washington, Dwayne",RB,nor,h,sfo,0,3000,Dwayne,Washington,D.Washington,NO,SF
14,2019,5415,"Burton, Michael",RB,was,a,gnb,0,3000,Michael,Burton,M.Burton,WAS,GB
14,2019,5510,"Pope, Troymaine",RB,lac,a,jac,0,3000,Troymaine,Pope,T.Pope,LAC,JAX
14,2019,5320,"Davis, Mike",RB,car,a,atl,0,3000,Mike,Davis,M.Davis,CAR,ATL
